client_id,age,occupation,income,risk_profile,savings_rate,n_holdings,invested_total,current_total,pnl_pct,redemptions_90d,sip_missed_3m,sip_active,idle_cash,has_insurance,has_elss,has_debt,large_cap_pct,is_hni,behavioral_risk_label,priority_label,health_score_label,lead_label
CL1759,26,Self-Employed,50000,Aggressive,0.473,2,356077,353624.0,-0.007,1,1,0,50000,1,0,1,0.857,0,high,0,70.3,0
CL1760,46,Salaried,100000,Conservative,0.622,0,0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,low,0,67.9,1
CL1761,35,Salaried,50000,Conservative,0.424,5,1060525,914488.0,-0.138,0,0,1,150000,0,1,0,0.625,0,low,0,40.0,0
CL1762,50,Salaried,50000,Conservative,0.163,0,0,0.0,0.0,0,2,1,0,0,0,0,0.0,0,medium,0,63.5,0
CL1763,43,Self-Employed,35000,Conservative,0.349,3,921317,884929.0,-0.039,0,0,0,0,0,0,0,0.761,0,medium,0,38.9,0
CL1764,54,Business Owner,50000,Aggressive,0.659,4,1334963,1726024.0,0.293,0,0,1,400000,0,0,0,0.405,0,low,0,64.9,1
CL1765,43,Salaried,700000,Moderate,0.238,0,0,0.0,0.0,1,0,1,150000,0,0,0,0.0,1,medium,0,53.0,1
CL1766,55,Business Owner,100000,Aggressive,0.621,5,942841,1087451.0,0.153,1,0,0,10000,1,1,0,0.421,0,high,1,80.4,1
CL1767,47,Business Owner,100000,Conservative,0.46,1,333563,340027.0,0.019,0,0,1,50000,1,0,0,0.0,0,low,0,83.1,1
CL1768,44,Self-Employed,75000,Moderate,0.534,5,737091,555614.0,-0.246,0,0,1,150000,0,1,1,0.851,0,low,1,64.8,1
CL1769,38,Business Owner,100000,Moderate,0.413,4,509238,652834.0,0.282,0,1,0,0,1,0,1,0.375,0,medium,0,88.2,1
CL1770,34,Salaried,100000,Aggressive,0.243,0,0,0.0,0.0,0,0,1,50000,0,0,0,0.0,0,low,0,62.1,0
CL1771,35,Self-Employed,100000,Conservative,0.528,4,913636,990714.0,0.084,0,1,0,10000,0,0,1,0.0,0,medium,0,72.1,1
CL1772,33,Self-Employed,700000,Moderate,0.654,4,767145,882977.0,0.151,0,0,1,10000,1,1,1,0.0,1,medium,0,98.5,0
CL1773,32,Self-Employed,75000,Moderate,0.192,3,869140,693764.0,-0.202,1,0,1,10000,0,0,1,0.0,0,medium,0,71.1,1
CL1774,53,Salaried,100000,Conservative,0.377,0,0,0.0,0.0,0,1,0,150000,1,0,0,0.0,0,high,0,83.6,1
CL1775,46,Self-Employed,700000,Moderate,0.414,3,814140,682016.0,-0.162,0,0,1,0,0,0,1,0.0,1,medium,1,75.2,1
CL1776,25,Self-Employed,50000,Aggressive,0.383,1,248745,255679.0,0.028,1,0,1,400000,0,0,0,0.0,0,medium,0,53.7,1
CL1777,54,Business Owner,250000,Conservative,0.3,5,1363457,1499466.0,0.1,0,1,0,400000,1,1,1,0.0,0,medium,0,96.3,0
CL1778,39,Business Owner,700000,Conservative,0.452,2,690612,629929.0,-0.088,0,0,1,0,0,1,0,0.0,1,low,1,57.2,1
CL1779,28,Self-Employed,400000,Aggressive,0.522,4,886040,999937.0,0.129,1,1,1,150000,1,1,1,0.53,1,medium,0,100.0,1
CL1780,42,Business Owner,400000,Conservative,0.051,0,0,0.0,0.0,0,1,1,10000,1,0,0,0.0,1,medium,0,69.3,1
CL1781,40,Business Owner,100000,Moderate,0.221,5,1046774,992710.0,-0.052,0,0,1,10000,1,0,1,0.402,0,low,0,84.9,1
CL1782,46,Business Owner,75000,Conservative,0.373,1,115412,111327.0,-0.035,0,0,1,0,1,0,1,0.0,0,low,0,98.3,1
CL1783,36,Salaried,75000,Conservative,0.355,5,1234039,1127370.0,-0.086,0,1,0,0,0,0,1,0.0,0,medium,0,70.1,0
CL1784,40,Self-Employed,50000,Conservative,0.465,4,260285,309975.0,0.191,0,0,1,0,0,0,1,0.613,0,medium,0,44.6,1
CL1785,23,Business Owner,400000,Aggressive,0.712,2,533564,514734.0,-0.035,0,0,1,10000,1,0,1,0.0,1,low,0,93.6,1
CL1786,44,Salaried,250000,Moderate,0.477,5,932957,1028568.0,0.102,0,0,1,0,0,1,1,0.374,0,low,0,76.7,0
CL1787,56,Business Owner,150000,Conservative,0.439,2,745198,724199.0,-0.028,1,1,1,150000,0,1,1,0.0,0,high,1,81.4,1
CL1788,35,Business Owner,35000,Moderate,0.264,0,0,0.0,0.0,0,0,1,0,1,0,0,0.0,0,medium,0,72.9,1
CL1789,43,Salaried,700000,Aggressive,0.334,3,509638,606568.0,0.19,0,0,1,50000,1,1,1,0.0,1,low,1,92.2,0
CL1790,29,Self-Employed,400000,Aggressive,0.639,1,95057,85580.0,-0.1,1,0,1,150000,1,0,0,0.0,1,low,0,71.5,1
CL1791,55,Salaried,35000,Moderate,0.594,0,0,0.0,0.0,0,0,1,400000,1,0,0,0.0,0,low,0,86.4,1
CL1792,52,Self-Employed,75000,Conservative,0.178,3,387903,327828.0,-0.155,0,0,1,400000,1,1,0,0.0,0,low,0,82.4,1
CL1793,29,Business Owner,400000,Conservative,0.255,1,221059,266066.0,0.204,0,1,1,0,1,0,0,0.0,1,medium,0,70.5,1
CL1794,53,Business Owner,50000,Conservative,0.205,4,1036490,1057893.0,0.021,0,2,1,150000,0,0,1,0.506,0,medium,0,85.4,1
CL1795,47,Salaried,400000,Conservative,0.494,2,144365,87670.0,-0.393,0,0,0,400000,1,0,0,0.413,1,medium,1,79.6,0
CL1796,30,Salaried,250000,Moderate,0.324,3,564754,609469.0,0.079,0,0,1,50000,1,1,0,0.492,0,low,0,88.1,0
CL1797,46,Business Owner,75000,Aggressive,0.515,4,774161,720597.0,-0.069,0,1,0,10000,1,1,1,0.6,0,high,0,93.5,0
CL1798,52,Business Owner,75000,Moderate,0.478,1,368835,299953.0,-0.187,0,0,1,400000,0,0,0,0.0,0,medium,0,67.6,1
CL1799,43,Business Owner,150000,Aggressive,0.173,0,0,0.0,0.0,0,0,1,400000,1,0,0,0.0,0,low,0,73.7,1
CL1800,36,Self-Employed,700000,Aggressive,0.711,3,664214,763182.0,0.149,0,0,1,0,1,0,0,0.766,1,low,0,57.5,1
CL1801,54,Self-Employed,400000,Aggressive,0.443,1,307279,342005.0,0.113,0,0,1,50000,1,0,0,0.894,1,low,0,59.3,1
CL1802,48,Salaried,400000,Aggressive,0.189,5,1042885,1007204.0,-0.034,0,0,1,400000,0,0,1,0.383,1,medium,0,82.2,1
CL1803,53,Salaried,150000,Conservative,0.329,1,122579,108219.0,-0.117,1,0,1,0,0,0,0,0.0,0,high,1,66.8,0
CL1804,59,Business Owner,50000,Conservative,0.24,3,326317,313686.0,-0.039,0,1,1,0,1,0,1,0.0,0,medium,0,100.0,0
CL1805,30,Business Owner,250000,Moderate,0.556,1,398824,476142.0,0.194,0,0,1,0,0,0,0,0.0,0,low,0,55.3,1
CL1806,48,Self-Employed,700000,Aggressive,0.679,4,1008670,794804.0,-0.212,0,0,1,50000,0,0,1,0.372,1,medium,0,79.2,1
CL1807,28,Self-Employed,50000,Aggressive,0.325,5,1120375,1122240.0,0.002,1,0,1,400000,1,1,1,0.479,0,medium,0,100.0,1
CL1808,31,Self-Employed,50000,Conservative,0.503,5,1167503,1311158.0,0.123,1,0,1,150000,1,1,1,0.0,0,medium,0,96.4,0
CL1809,57,Salaried,50000,Aggressive,0.8,0,0,0.0,0.0,0,0,1,150000,1,0,0,0.0,0,low,0,88.0,1
CL1810,23,Self-Employed,700000,Conservative,0.308,0,0,0.0,0.0,0,0,0,0,1,0,0,0.0,1,low,1,72.1,0
CL1811,28,Salaried,150000,Conservative,0.421,0,0,0.0,0.0,2,1,1,10000,1,0,0,0.0,0,high,1,74.2,1
CL1812,33,Business Owner,400000,Conservative,0.403,1,44204,48893.0,0.106,0,1,1,150000,1,0,0,0.0,1,low,0,77.0,1
CL1813,41,Salaried,700000,Aggressive,0.291,3,844594,919664.0,0.089,0,0,1,400000,0,1,0,0.0,1,low,0,59.5,0
CL1814,25,Salaried,100000,Conservative,0.573,1,132833,113614.0,-0.145,0,0,1,150000,1,0,0,0.0,0,low,0,73.5,1
CL1815,60,Self-Employed,250000,Conservative,0.243,5,1175311,672347.0,-0.428,1,1,0,10000,1,1,1,0.864,0,high,1,82.1,0
CL1816,32,Salaried,100000,Aggressive,0.571,5,1455546,1370885.0,-0.058,0,0,1,0,0,0,1,0.0,0,low,0,72.0,1
CL1817,50,Salaried,400000,Aggressive,0.467,1,161623,177427.0,0.098,0,1,0,0,1,0,0,0.544,1,medium,0,81.9,1
CL1818,44,Self-Employed,50000,Moderate,0.298,2,188640,215875.0,0.144,0,0,0,0,0,0,0,0.0,0,medium,0,59.4,1
CL1819,29,Salaried,50000,Aggressive,0.616,5,1387152,1340281.0,-0.034,0,0,1,0,1,1,1,0.402,0,low,0,100.0,1
CL1820,47,Self-Employed,75000,Aggressive,0.498,5,978232,677497.0,-0.307,0,0,1,0,1,1,1,0.0,0,low,1,97.6,1
CL1821,32,Business Owner,400000,Aggressive,0.635,2,569186,608222.0,0.069,0,0,1,0,1,0,0,0.551,1,low,0,72.0,1
CL1822,52,Self-Employed,75000,Moderate,0.343,3,933896,750082.0,-0.197,0,2,1,0,0,1,0,0.0,0,high,1,60.6,1
CL1823,28,Self-Employed,150000,Moderate,0.528,0,0,0.0,0.0,0,0,1,0,1,0,0,0.0,0,medium,0,79.4,1
CL1824,28,Business Owner,75000,Conservative,0.361,0,0,0.0,0.0,1,0,1,150000,1,0,0,0.0,0,medium,0,76.5,1
CL1825,23,Business Owner,400000,Aggressive,0.33,5,908356,891936.0,-0.018,0,2,1,150000,1,0,1,0.447,1,medium,0,82.5,1
CL1826,56,Business Owner,35000,Moderate,0.467,1,294473,218097.0,-0.259,0,1,1,0,0,0,0,0.0,0,medium,0,66.5,1
CL1827,31,Salaried,250000,Moderate,0.26,3,652577,728629.0,0.117,0,0,1,150000,1,0,1,0.0,0,low,0,88.7,1
CL1828,30,Self-Employed,150000,Moderate,0.293,2,372089,369236.0,-0.008,0,2,1,0,1,0,0,0.0,0,medium,0,68.0,1
CL1829,55,Self-Employed,35000,Aggressive,0.329,3,796328,712366.0,-0.105,0,0,1,0,0,0,0,0.834,0,low,0,47.1,1
CL1830,34,Self-Employed,400000,Conservative,0.25,0,0,0.0,0.0,0,0,1,0,0,0,0,0.0,1,low,0,46.1,0
CL1831,55,Self-Employed,75000,Conservative,0.437,3,632601,522240.0,-0.174,0,0,1,10000,0,0,0,0.409,0,medium,0,69.3,1
CL1832,40,Self-Employed,50000,Aggressive,0.185,3,478909,499365.0,0.043,0,0,1,400000,0,0,0,0.0,0,low,0,62.0,1
CL1833,35,Salaried,150000,Conservative,0.315,3,509902,592994.0,0.163,0,0,1,50000,1,0,1,0.0,0,low,0,86.8,1
CL1834,40,Self-Employed,50000,Moderate,0.557,4,825536,1046440.0,0.268,0,0,0,0,1,0,1,0.0,0,medium,0,92.5,1
CL1835,31,Self-Employed,75000,Aggressive,0.278,0,0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,low,0,48.7,0
CL1836,44,Business Owner,400000,Aggressive,0.55,0,0,0.0,0.0,1,0,1,10000,0,0,0,0.0,1,medium,0,54.6,1
CL1837,28,Salaried,400000,Aggressive,0.338,1,288036,300466.0,0.043,0,0,1,10000,1,0,0,0.0,1,low,0,75.3,1
CL1838,39,Business Owner,100000,Moderate,0.264,1,390388,416531.0,0.067,0,0,1,0,1,0,1,0.0,0,low,0,96.8,1
CL1839,55,Salaried,75000,Aggressive,0.356,5,651495,441068.0,-0.323,0,0,1,150000,0,0,1,0.819,0,medium,0,59.3,1
CL1840,47,Business Owner,400000,Moderate,0.148,5,1212198,1062514.0,-0.123,0,0,0,0,0,1,0,0.0,1,medium,1,64.0,0
CL1841,40,Business Owner,250000,Moderate,0.398,1,44933,35928.0,-0.2,1,0,1,0,0,0,0,0.0,0,high,1,58.9,1
CL1842,43,Self-Employed,100000,Moderate,0.565,2,362828,400241.0,0.103,0,0,1,50000,0,1,0,0.483,0,low,0,64.2,1
CL1843,29,Business Owner,35000,Aggressive,0.169,1,209041,258345.0,0.236,1,0,1,10000,1,0,0,0.0,0,medium,0,66.7,0
CL1844,60,Salaried,250000,Aggressive,0.361,2,287086,266215.0,-0.073,0,0,1,0,1,1,0,0.0,0,low,0,77.7,1
CL1845,61,Salaried,50000,Aggressive,0.146,5,1088198,708515.0,-0.349,0,0,1,0,1,0,1,0.392,0,low,0,98.1,1
CL1846,31,Self-Employed,100000,Aggressive,0.05,5,1132034,1113136.0,-0.017,0,0,1,150000,1,1,0,0.0,0,low,0,85.0,0
CL1847,55,Salaried,35000,Aggressive,0.53,2,215689,202002.0,-0.063,1,0,1,0,1,0,0,0.0,0,medium,0,88.7,0
CL1848,35,Self-Employed,400000,Aggressive,0.487,4,1072828,1031308.0,-0.039,0,0,1,50000,1,1,0,0.424,1,medium,0,94.8,1
CL1849,23,Business Owner,75000,Conservative,0.386,4,1368291,1466036.0,0.071,0,0,1,0,0,1,1,0.461,0,low,0,80.1,0
CL1850,30,Salaried,75000,Conservative,0.397,4,464135,582040.0,0.254,0,0,1,0,1,0,0,0.426,0,low,0,71.7,1
CL1851,30,Business Owner,35000,Moderate,0.11,5,1189126,1234922.0,0.039,1,0,1,10000,0,1,0,0.334,0,medium,0,69.0,0
CL1852,23,Salaried,250000,Aggressive,0.5,2,329945,406969.0,0.233,0,0,1,150000,0,0,0,0.0,0,low,0,51.6,1
CL1853,47,Business Owner,150000,Aggressive,0.73,4,802803,696525.0,-0.132,1,0,1,50000,0,1,1,0.0,0,medium,0,74.1,1
CL1854,37,Self-Employed,400000,Conservative,0.495,3,490191,483076.0,-0.015,0,0,1,50000,1,0,1,0.408,1,low,0,87.2,1
CL1855,41,Self-Employed,35000,Conservative,0.508,1,226672,188399.0,-0.169,0,0,1,0,0,0,0,0.0,0,medium,0,56.7,1
CL1856,27,Salaried,400000,Moderate,0.455,5,874202,911910.0,0.043,0,0,0,0,1,1,1,0.687,1,low,0,71.6,0
CL1857,25,Salaried,75000,Conservative,0.503,2,361458,424535.0,0.175,0,1,1,0,1,0,0,0.0,0,medium,0,73.0,0
CL1858,29,Business Owner,250000,Conservative,0.461,1,271881,281288.0,0.035,0,1,1,50000,1,0,0,0.0,0,medium,0,66.9,1
CL1859,42,Self-Employed,250000,Conservative,0.397,1,304964,253224.0,-0.17,0,0,1,400000,1,0,0,0.313,0,low,0,76.0,1
CL1860,25,Business Owner,50000,Moderate,0.268,0,0,0.0,0.0,0,1,1,50000,0,0,0,0.0,0,medium,0,59.4,1
CL1861,37,Salaried,35000,Moderate,0.206,3,738975,596578.0,-0.193,1,0,1,400000,1,0,0,0.0,0,medium,0,73.5,1
CL1862,30,Salaried,700000,Conservative,0.6,1,167751,197221.0,0.176,0,0,1,150000,0,0,0,0.516,1,low,0,55.4,1
CL1863,28,Business Owner,35000,Conservative,0.05,1,298124,302469.0,0.015,1,0,1,0,1,0,1,0.0,0,medium,0,90.9,1
CL1864,32,Business Owner,150000,Moderate,0.513,2,648688,837856.0,0.292,0,1,1,10000,1,0,0,0.727,0,low,0,62.6,1
CL1865,27,Salaried,35000,Aggressive,0.198,1,97479,97836.0,0.004,1,0,1,400000,1,0,0,0.0,0,medium,0,82.8,1
CL1866,53,Salaried,50000,Aggressive,0.302,3,343658,331556.0,-0.035,0,0,1,50000,0,0,0,0.0,0,low,0,66.6,0
CL1867,54,Self-Employed,400000,Aggressive,0.475,3,604253,598703.0,-0.009,0,1,1,150000,1,1,0,0.0,1,medium,1,82.5,0
CL1868,57,Business Owner,700000,Aggressive,0.285,1,63839,58789.0,-0.079,1,0,1,50000,1,0,1,0.0,1,medium,0,97.0,1
CL1869,37,Salaried,50000,Moderate,0.424,0,0,0.0,0.0,2,0,1,0,0,0,0,0.0,0,high,1,58.5,1
CL1870,53,Salaried,75000,Conservative,0.334,2,435882,457167.0,0.049,0,0,0,150000,1,0,0,0.0,0,medium,0,84.1,1
CL1871,49,Salaried,100000,Conservative,0.253,0,0,0.0,0.0,0,0,1,0,1,0,0,0.0,0,low,0,91.5,1
CL1872,32,Business Owner,400000,Conservative,0.408,5,1087915,1129203.0,0.038,0,0,0,10000,0,1,1,0.447,1,medium,1,77.2,0
CL1873,23,Salaried,400000,Conservative,0.436,3,829788,937313.0,0.13,0,0,1,10000,0,1,0,0.0,1,low,0,64.2,1
CL1874,23,Salaried,150000,Conservative,0.347,0,0,0.0,0.0,1,0,1,0,1,0,0,0.0,0,medium,0,75.0,1
CL1875,34,Salaried,75000,Moderate,0.591,3,868202,718035.0,-0.173,0,1,1,400000,0,1,1,0.0,0,medium,0,68.9,1
CL1876,33,Salaried,150000,Aggressive,0.396,3,623841,599714.0,-0.039,0,0,1,0,1,0,0,0.0,0,low,0,68.8,1
CL1877,58,Business Owner,50000,Moderate,0.42,3,374553,330269.0,-0.118,0,0,1,400000,0,0,1,0.0,0,medium,1,84.7,1
CL1878,40,Salaried,50000,Conservative,0.206,2,180287,218048.0,0.209,0,0,1,150000,0,1,0,0.0,0,low,0,59.0,1
CL1879,36,Self-Employed,35000,Conservative,0.49,4,860730,717696.0,-0.166,0,0,0,50000,0,0,0,0.489,0,low,0,62.1,1
CL1880,42,Self-Employed,35000,Moderate,0.1,3,519273,442763.0,-0.147,0,0,1,0,0,1,0,0.0,0,low,1,58.4,0
CL1881,55,Business Owner,50000,Conservative,0.505,0,0,0.0,0.0,0,0,1,50000,1,0,0,0.0,0,low,0,84.8,1
CL1882,25,Salaried,150000,Conservative,0.374,5,1335296,948403.0,-0.29,0,0,1,150000,1,1,1,0.737,0,low,0,76.4,1
CL1883,56,Self-Employed,250000,Conservative,0.426,2,592794,703710.0,0.187,1,1,0,400000,1,0,0,0.0,0,high,0,83.8,0
CL1884,47,Salaried,100000,Aggressive,0.413,4,375965,354327.0,-0.058,0,1,1,0,1,1,1,0.573,0,medium,0,99.7,0
CL1885,33,Salaried,150000,Conservative,0.311,2,272047,276100.0,0.015,1,0,0,400000,1,1,0,0.0,0,high,0,85.4,0
CL1886,39,Self-Employed,700000,Moderate,0.648,5,1190388,1147725.0,-0.036,0,0,1,0,0,1,1,0.607,1,low,1,50.8,1
CL1887,62,Self-Employed,250000,Conservative,0.276,5,943594,1042889.0,0.105,1,0,1,150000,0,1,1,0.0,0,medium,0,84.7,0
CL1888,29,Self-Employed,150000,Conservative,0.528,4,905159,850433.0,-0.06,0,1,1,400000,1,0,1,0.791,0,low,0,69.9,1
CL1889,29,Salaried,50000,Aggressive,0.381,0,0,0.0,0.0,1,0,1,50000,1,0,0,0.0,0,medium,0,80.5,1
CL1890,35,Self-Employed,400000,Conservative,0.222,2,406440,347621.0,-0.145,0,0,1,50000,0,1,0,0.0,1,low,1,67.9,0
CL1891,52,Business Owner,35000,Conservative,0.394,3,542195,598057.0,0.103,0,0,1,50000,0,0,0,0.0,0,low,0,65.6,1
CL1892,46,Self-Employed,400000,Conservative,0.412,0,0,0.0,0.0,0,1,1,0,1,0,0,0.0,1,medium,0,91.3,1
CL1893,50,Self-Employed,150000,Aggressive,0.379,1,94311,117986.0,0.251,0,1,0,50000,0,0,0,0.824,0,medium,0,54.5,0
CL1894,51,Business Owner,400000,Conservative,0.594,5,808488,759133.0,-0.061,1,0,1,50000,1,1,0,0.713,1,low,0,58.5,0
CL1895,33,Self-Employed,400000,Aggressive,0.096,4,1153208,1509535.0,0.309,0,0,1,10000,1,1,1,0.794,1,low,0,86.6,1
CL1896,43,Salaried,35000,Moderate,0.279,1,185888,180474.0,-0.029,0,1,0,400000,0,0,1,0.0,0,medium,0,66.3,1
CL1897,56,Self-Employed,35000,Conservative,0.297,5,1184744,1105910.0,-0.067,0,0,1,150000,0,1,1,0.509,0,low,0,82.8,1
CL1898,35,Self-Employed,35000,Moderate,0.418,0,0,0.0,0.0,0,0,1,10000,1,0,0,0.0,0,low,0,79.2,1
CL1899,30,Business Owner,700000,Moderate,0.292,3,841966,1071794.0,0.273,1,0,1,10000,0,0,1,0.0,1,medium,0,70.0,1
CL1900,34,Self-Employed,700000,Moderate,0.247,1,331894,364395.0,0.098,0,2,1,50000,0,1,0,0.0,1,medium,0,66.7,0
CL1901,50,Business Owner,150000,Aggressive,0.269,0,0,0.0,0.0,0,2,1,0,0,0,0,0.0,0,medium,0,64.3,1
CL1902,24,Salaried,400000,Moderate,0.147,5,1268659,1205828.0,-0.05,0,0,1,50000,0,1,0,0.766,1,low,0,40.7,1
CL1903,58,Salaried,400000,Conservative,0.237,3,983600,1141840.0,0.161,1,1,1,50000,0,0,1,0.525,1,medium,0,79.4,1
CL1904,37,Self-Employed,150000,Aggressive,0.599,2,519647,574512.0,0.106,0,1,0,50000,0,0,1,0.0,0,medium,0,68.2,1
CL1905,24,Self-Employed,75000,Aggressive,0.332,5,1049805,570361.0,-0.457,1,1,1,50000,1,1,0,0.0,0,high,1,83.2,0
CL1906,59,Salaried,400000,Aggressive,0.366,3,581061,411404.0,-0.292,0,0,1,0,1,0,1,0.0,1,low,1,100.0,0
CL1907,31,Business Owner,50000,Aggressive,0.305,3,602302,591671.0,-0.018,1,1,1,0,0,0,0,0.0,0,high,0,49.5,1
CL1908,23,Salaried,75000,Aggressive,0.05,5,1257803,1394493.0,0.109,0,0,1,400000,1,1,1,0.478,0,low,0,99.9,0
CL1909,57,Business Owner,100000,Moderate,0.397,2,227656,268999.0,0.182,1,0,1,400000,0,0,0,0.891,0,medium,0,39.8,1
CL1910,29,Self-Employed,50000,Aggressive,0.201,0,0,0.0,0.0,0,0,0,10000,0,0,0,0.0,0,medium,0,51.5,1
CL1911,34,Salaried,50000,Moderate,0.359,2,297671,337633.0,0.134,0,0,1,0,0,0,0,0.0,0,low,0,57.4,1
CL1912,54,Salaried,50000,Aggressive,0.451,3,395367,485671.0,0.228,1,0,0,0,1,0,1,0.0,0,high,0,98.4,0
CL1913,61,Salaried,35000,Moderate,0.329,2,641083,830748.0,0.296,1,0,0,150000,1,1,1,0.0,0,high,1,100.0,0
CL1914,30,Business Owner,100000,Conservative,0.32,4,558643,596904.0,0.068,0,1,0,0,0,1,0,0.737,0,high,0,39.8,0
CL1915,31,Self-Employed,150000,Moderate,0.393,1,202742,146914.0,-0.275,0,1,1,400000,0,0,0,0.747,0,high,1,38.3,1
CL1916,54,Business Owner,400000,Moderate,0.252,1,110680,106749.0,-0.036,0,0,1,400000,0,0,0,0.0,1,low,0,67.5,0
CL1917,48,Business Owner,50000,Aggressive,0.441,2,674331,501815.0,-0.256,0,2,1,50000,0,0,0,0.0,0,high,1,61.4,0
CL1918,40,Business Owner,250000,Conservative,0.323,4,877088,644669.0,-0.265,0,0,1,0,1,0,1,0.0,0,low,0,84.4,1
CL1919,39,Self-Employed,400000,Aggressive,0.584,5,873653,877604.0,0.005,1,0,1,0,1,1,1,0.523,1,medium,0,93.9,1
CL1920,43,Salaried,50000,Moderate,0.135,5,1017268,1443332.0,0.419,1,0,1,150000,0,0,1,0.43,0,medium,0,67.1,1
CL1921,58,Business Owner,150000,Aggressive,0.434,5,760070,893276.0,0.175,2,0,1,10000,0,1,1,0.374,0,medium,0,84.2,0
CL1922,33,Business Owner,250000,Moderate,0.523,1,31150,33662.0,0.081,0,0,1,400000,1,1,0,0.0,0,low,0,81.1,1
CL1923,59,Self-Employed,35000,Moderate,0.481,1,231188,165282.0,-0.285,0,0,0,150000,1,0,0,0.0,0,medium,0,82.2,1
CL1924,25,Business Owner,250000,Conservative,0.345,0,0,0.0,0.0,0,0,1,50000,1,0,0,0.0,0,low,0,75.1,1
CL1925,40,Self-Employed,250000,Moderate,0.481,0,0,0.0,0.0,1,0,1,10000,1,0,0,0.0,0,medium,0,73.6,1
CL1926,26,Self-Employed,400000,Aggressive,0.216,3,633898,677739.0,0.069,1,0,0,0,1,0,1,0.383,1,high,0,89.5,0
CL1927,43,Salaried,400000,Conservative,0.326,0,0,0.0,0.0,0,0,1,10000,1,0,0,0.0,1,medium,0,75.3,0
CL1928,57,Business Owner,35000,Conservative,0.34,2,123259,153816.0,0.248,1,0,1,0,0,0,0,0.713,0,medium,0,41.8,1
CL1929,47,Business Owner,150000,Conservative,0.138,1,261536,355879.0,0.361,0,0,0,10000,1,1,0,0.0,0,low,0,92.1,0
CL1930,60,Business Owner,400000,Moderate,0.757,5,1270079,1397731.0,0.101,0,0,1,50000,0,1,0,0.458,1,low,0,64.7,0
CL1931,41,Self-Employed,50000,Aggressive,0.248,1,359284,337545.0,-0.061,0,0,1,0,1,0,0,0.0,0,low,0,75.4,1
CL1932,27,Salaried,700000,Conservative,0.479,0,0,0.0,0.0,0,0,1,50000,1,0,0,0.0,1,low,0,77.4,1
CL1933,35,Salaried,700000,Moderate,0.281,1,329604,396306.0,0.202,0,1,1,150000,1,0,0,0.0,1,medium,0,79.7,1
CL1934,42,Business Owner,700000,Conservative,0.369,4,1113868,1035777.0,-0.07,0,0,1,50000,0,0,0,0.467,1,low,0,55.0,1
CL1935,33,Business Owner,150000,Aggressive,0.454,0,0,0.0,0.0,0,0,0,0,1,0,0,0.0,0,low,0,80.0,0
CL1936,38,Self-Employed,35000,Conservative,0.509,2,665354,575976.0,-0.134,0,0,1,10000,0,0,1,0.63,0,low,0,43.1,1
CL1937,45,Salaried,400000,Conservative,0.392,3,494233,603188.0,0.22,0,0,1,0,0,1,1,0.0,1,low,0,79.8,0
CL1938,47,Salaried,400000,Moderate,0.582,1,112612,100153.0,-0.111,0,0,1,150000,1,0,1,0.0,1,low,1,100.0,1
CL1939,56,Salaried,400000,Aggressive,0.303,0,0,0.0,0.0,0,0,1,0,0,0,0,0.0,1,low,1,66.5,1
CL1940,26,Business Owner,35000,Moderate,0.337,1,298990,335217.0,0.121,2,0,0,0,1,0,0,0.72,0,high,0,52.3,1
CL1941,48,Self-Employed,400000,Conservative,0.257,1,382641,285441.0,-0.254,1,0,1,0,0,0,0,0.0,1,medium,1,66.2,1
CL1942,36,Business Owner,250000,Moderate,0.535,5,1467294,1326987.0,-0.096,1,0,1,400000,0,1,1,0.489,0,medium,0,71.9,1
CL1943,27,Salaried,75000,Moderate,0.448,3,470413,403065.0,-0.143,1,0,1,10000,1,0,1,0.402,0,medium,0,86.8,1
CL1944,23,Self-Employed,250000,Aggressive,0.52,0,0,0.0,0.0,0,0,1,0,1,0,0,0.0,0,medium,0,68.6,1
CL1945,25,Business Owner,35000,Aggressive,0.239,2,579185,505044.0,-0.128,0,0,1,0,1,0,0,0.0,0,medium,0,82.4,1
CL1946,29,Business Owner,150000,Moderate,0.565,3,828848,783888.0,-0.054,0,0,1,10000,1,0,1,0.0,0,low,0,88.2,1
CL1947,45,Business Owner,150000,Moderate,0.258,4,912458,836829.0,-0.083,0,0,1,0,0,1,1,0.0,0,low,0,84.4,0
CL1948,49,Business Owner,100000,Conservative,0.41,2,470939,505044.0,0.072,0,1,1,50000,0,0,1,0.747,0,low,0,60.9,1
CL1949,35,Business Owner,400000,Conservative,0.314,2,561239,614158.0,0.094,0,0,1,150000,0,0,0,0.0,1,low,1,46.8,1
CL1950,45,Self-Employed,250000,Aggressive,0.6,3,658051,681173.0,0.035,1,0,1,150000,0,0,0,0.0,0,medium,0,62.2,1
CL1951,52,Self-Employed,250000,Conservative,0.32,0,0,0.0,0.0,1,0,1,400000,0,0,0,0.0,0,medium,0,62.8,1
CL1952,32,Business Owner,150000,Aggressive,0.43,5,636059,793746.0,0.248,1,0,1,150000,0,0,1,0.593,0,medium,0,71.8,1
CL1953,23,Self-Employed,400000,Aggressive,0.266,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,1,high,1,54.9,0
CL1954,41,Salaried,75000,Aggressive,0.509,2,369660,408681.0,0.106,0,0,1,0,0,0,0,0.0,0,low,0,57.3,1
